title,Location,details,Price,Description
"
4 bedroom townhouse for sale in Lavington
,
4 Bedrooms Townhouse For sale Lavington
","
Lavington, Dagoretti North
","
4
","
KSh 37,000,000
","
4 Bedrooms Townhouse For sale Lavington
,
4 bedroom townhouse for sale in Lavington
"
"
4 bedroom house for sale in Karen
,
4 Bedfroom House for Sale in Kerarapon Drive o ...
","
Karen, Langata
","
4
","
KSh 66,500,000
","
4 Bedfroom House for Sale in Kerarapon Drive o...
,
4 bedroom house for sale in Karen
"
"
5 bedroom townhouse for sale in Lavington
,
Executive 5 bedrooms all ensuite + DSQ for sal ...
","
Lavington, Dagoretti North
","
700 m²
,
5
","
KSh 75,000,000
","
Executive 5 bedrooms all ensuite + DSQ for sal...
,
5 bedroom townhouse for sale in Lavington
"
"
Furnished 5 bedroom house for sale in Malindi Town
,
5 Bedroom Fully Furnished Beach Bungalow in May ...
","
Mayungu, Malindi Town, Malindi
","
5
","
KSh 26,000,000
","
5 Bedroom Fully Furnished Beach Bungalow in May...
,
Furnished 5 bedroom house for sale in Malindi Town
"
"
5 bedroom villa for sale in vipingo
,
5 Brm Hill Top Villa On Sale, Vipingo Kilifi Co ...
","
vipingo, Kilifi North
","
5
","
KSh 120,000,000
","
5 Brm Hill Top Villa On Sale, Vipingo Kilifi Co...
,
5 bedroom villa for sale in vipingo
"
"
4 bedroom townhouse for sale in Lavington
,
4 Bedroom Townhouse For Sale
","
Lavington, Dagoretti North
","
4
","
KSh 32,500,000
","
4 Bedroom Townhouse For Sale
,
4 bedroom townhouse for sale in Lavington
"
"
4 bedroom house for sale in Gikambura
,
A 4 Bedroom unit for sale in Gikambura
","
Off Dagoretti Road, Gikambura, Kikuyu
","
4
","
KSh 12,000,000
","
A 4 Bedroom unit for sale in Gikambura
,
4 bedroom house for sale in Gikambura
"
"
5 bedroom house for sale in Runda
,
Modern 5 bedroom Standalone House For Sale in R ...
","
Runda, Westlands
","
5
","
KSh 100,000,000
","
Modern 5 bedroom Standalone House For Sale in R...
,
5 bedroom house for sale in Runda
"
"
5 bedroom house for sale in Lavington
,
5 Bdrms / Dsq all ensuit/Lounge , Family room ...
","
Convent , Lavington, Dagoretti North
","
250 m²
,
5
","
KSh 60,000,000
","
5 Bdrms / Dsq all ensuit/Lounge , Family room...
,
5 bedroom house for sale in Lavington
"
"
4 bedroom townhouse for sale in Westlands Area
,
Exclusive four bedroom townhouse within Brookes ...
","
1015e, Brookeside Drive, Westlands, Westlands Area, Westlands
","
3500 ft²
,
4
,
4
","
 KSh 53,000,000
","
Exclusive four bedroom townhouse within Brookes...
,
4 bedroom townhouse for sale in Westlands Area
"
"
4 bedroom townhouse for sale in Lavington
,
4 Bedroom All En-Suite Lovely Townhouse For Sal ...
","
Lavington, Lavington, Dagoretti North
","
4
","
KSh 68,000,000
","
4 Bedroom All En-Suite Lovely Townhouse For Sal...
,
4 bedroom townhouse for sale in Lavington
"
"
3 bedroom house for sale in Kiambu Road
,
3 Br House For Sale Eden Ville Estate
","
Eden Ville 1, Kiambu Road, Kiambu Road
","
3
","
KSh 25,000,000
","
3 Br House For Sale Eden Ville Estate
,
3 bedroom house for sale in Kiambu Road
"
"
5 bedroom townhouse for sale in Runda
,
Runda Town House
","
Runda, Runda Mae Residential Estate, Runda, Westlands
","
5
","
KSh 75,000,000
","
Runda Town House
,
5 bedroom townhouse for sale in Runda
"
"
5 bedroom townhouse for sale in Lavington
,
5 bedroom townhouse for sale in Lavington
","
Lavington, Dagoretti North
","
5
","
KSh 50,000,000
","
5 bedroom townhouse for sale in Lavington
,
5 bedroom townhouse for sale in Lavington
"
"
Furnished 5 bedroom townhouse for sale in Spring Valley
,
For Sale Modern Town House Along Peponi Road, W ...
","
Peponi Road, Spring Valley, Westlands
","
5
","
KSh 85,000,000
","
For Sale Modern Town House Along Peponi Road, W...
,
Furnished 5 bedroom townhouse for sale in Spring Valley
"
"
4 bedroom house for sale in Red Hill
,
FOUR-BEDROOM VILLA FOR SALE IN REDHILL
","
Redhill, Red Hill, Red Hill
","
4
","
KSh 18,500,000
","
FOUR-BEDROOM VILLA FOR SALE IN REDHILL
,
4 bedroom house for sale in Red Hill
"
"
5 bedroom house for sale in Tudor
,
5 Bedroom Bungalow + SQ in Tudor. Sitting on 0. ...
","
Tudor creek, Tudor, Mvita
","
5
","
KSh 75,000,000
","
5 Bedroom Bungalow + SQ in Tudor. Sitting on 0....
,
5 bedroom house for sale in Tudor
"
"
4 bedroom townhouse for sale in Nyali Area
,
Four bedroom maisonette with a detached staff ...
","
Nyali Area, Nyali
","
4
","
KSh 20,000,000
","
Four bedroom maisonette with a detached staff...
,
4 bedroom townhouse for sale in Nyali Area
"
"
6 bedroom house for sale in Kamulu
,
4 Bedroom Ultramodern 6 Bedroom Maisonette for ...
","
Kangundo Road, Kamulu, Kangundo
","
400 m²
,
6
","
KSh 45,000,000
","
4 Bedroom Ultramodern 6 Bedroom Maisonette for...
,
6 bedroom house for sale in Kamulu
"
"
5 bedroom house for sale in Runda
,
5 bedrooms,200M
","
Runda, Westlands
","
5
","
KSh 200,000,000
","
5 bedrooms,200M
,
5 bedroom house for sale in Runda
"
"
5 bedroom house for sale in Karen
,
5 bedroom double storey house for sale
","
Karen, Langata
","
40074 ft²
,
5
","
KSh 115,000,000
","
5 bedroom double storey house for sale
,
5 bedroom house for sale in Karen
"
"
4 bedroom townhouse for sale in vipingo
,
4 Bedroom Mansion All Ensuite at Vipingo Beach ...
","
vipingo, Kilifi North
","
4
","
KSh 75,000,000
","
 4 Bedroom Mansion All Ensuite at Vipingo Beach...
,
4 bedroom townhouse for sale in vipingo
"
"
4 bedroom house for sale in Athi River Area
,
4 Bedrooms House For Sale In Athi River
","
Kinanie, Athi River Area, Athi River
","
186 m²
,
4
","
KSh 9,000,000
","
4 Bedrooms House For Sale In Athi River
,
4 bedroom house for sale in Athi River Area
"
"
5 bedroom townhouse for sale in Kitengela
,
5 BR Townhouse, Kitengela.
","
Kitengela, Kajiado North
","
1012 m²
,
5
","
KSh 20,000,000
","
5 BR Townhouse, Kitengela.
,
5 bedroom townhouse for sale in Kitengela
"
"
3 bedroom townhouse for sale in Ruiru
,
AFFORDABLE BUNGALOWS FOR SALE AT LEGACY RIDGES ...
","
kamiti road, Ruiru, Ruiru
","
115 m²
,
3
","
KSh 7,700,000
","
AFFORDABLE BUNGALOWS FOR SALE AT LEGACY RIDGES...
,
3 bedroom townhouse for sale in Ruiru
"
"
4 bedroom house for sale in Kiambu Road
,
4 Bedroom house for sale along kiambu road
","
Kiambu Road, Kiambu Road
","
4
","
KSh 38,000,000
","
4 Bedroom house for sale along kiambu road
,
4 bedroom house for sale in Kiambu Road
"
"
4 bedroom villa for sale in Lavington
,
4 Bedroom Villa in Lavington
","
Lavington, Dagoretti North
","
4
","
KSh 85,000,000
","
4 Bedroom Villa in Lavington
,
4 bedroom villa for sale in Lavington
"
"
5 bedroom townhouse for sale in Thika Road
,
Spacious 5 bedroom Maisonettes for sale
","
Kenyatta road, Thika Road, Thika Road
","
250 m²
,
5
","
KSh 10,500,000
","
Spacious 5 bedroom Maisonettes for sale
,
5 bedroom townhouse for sale in Thika Road
"
"
4 bedroom house for sale in Nyali Area
,
4 Brm Mansion On Sale Nyali Mombasa
","
Nyali Area, Nyali
","
4
","
KSh 70,000,000
","
4 Brm Mansion On Sale Nyali Mombasa
,
4 bedroom house for sale in Nyali Area
"
"
5 bedroom townhouse for sale in Juja
,
3 & 5 Bedroom stunning Masionattes In Juja
","
Juja, Kiambu Constituency
","
5
","
KSh 6,500,000
","
3 & 5 Bedroom stunning Masionattes In Juja
,
5 bedroom townhouse for sale in Juja
"
"
4 bedroom townhouse for sale in Lavington
,
Brand New Modern Townhouse for Sale in Lavingto ...
","
Lavington, Dagoretti North
","
4
","
KSh 63,000,000
","
Brand New Modern Townhouse for Sale in Lavingto...
,
4 bedroom townhouse for sale in Lavington
"
"
3 bedroom house for sale in Kamulu
,
3 bedroom bungalows
","
Kamulu, Kangundo
","
3
","
KSh 4,750,000
","
3 bedroom bungalows
,
3 bedroom house for sale in Kamulu
"
"
5 bedroom house for sale in Nairobi Central
,
FIVE BEDROOM MANSION AVAILABLE FOR CONSTRUCTION ...
","
Nairobi, Nairobi, Nairobi Central, Starehe
","
5
","
KSh 7,000,000
","
FIVE BEDROOM MANSION AVAILABLE FOR CONSTRUCTION...
,
5 bedroom house for sale in Nairobi Central
"
"
1 bedroom house for sale in Kikambala
,
1 Bedroom House for sale
","
Sultan Palace, Kikambala, Kilifi South
","
1
","
KSh 11,000,000
","
1 Bedroom House for sale
,
1 bedroom house for sale in Kikambala
"
"
5 bedroom villa for sale in Lavington
,
5BEDROOM MODERN VILLA FOR SALE IN LAVINGTON
","
Lavington, Dagoretti North
","
5
","
KSh 100,000,000
","
5BEDROOM MODERN VILLA FOR SALE IN LAVINGTON
,
5 bedroom villa for sale in Lavington
"
"
6 bedroom townhouse for sale in Kisumu West
,
Milimani Townhouse- Kisumu
","
Kisumu West, Kisumu West
 ","
6
","
KSh 70,000,000
","
Milimani Townhouse- Kisumu
,
6 bedroom townhouse for sale in Kisumu West
"
"
4 bedroom house for sale in Joska
,
Serene and Spacious All En-suite 4 Bedroom Mais ...
","
Kangundo road, Joska, Kangundo
","
140 m²
,
4
","
KSh 8,400,000
","
Serene and Spacious All En-suite 4 Bedroom Mais...
,
4 bedroom house for sale in Joska
"
"
4 bedroom townhouse for sale in Brookside
,
Spacious 4 Bedroom Townhouse For Sale In Brooks ...
","
Brookside, Westlands
","
4
","
KSh 30,000,000
","
Spacious 4 Bedroom Townhouse For Sale In Brooks...
,
4 bedroom townhouse for sale in Brookside
"
"
4 bedroom townhouse for sale in Kilimani
,
A spacious 4 Bedroom Maisonette For Sale
","
Kilimani, Dagoretti North
","
4
","
KSh 43,000,000
","
A spacious 4 Bedroom Maisonette For Sale
,
4 bedroom townhouse for sale in Kilimani
"
"
4 bedroom house for sale in Lavington
,
Residential house for sale in Lavington Area
","
Chalbi drive, Lavington, Dagoretti North
","
4
","
KSh 170,000,000
","
Residential house for sale in Lavington Area
,
4 bedroom house for sale in Lavington
"
"
4 bedroom townhouse for sale in Lavington
,
Townhouse to let.
","
Chalbi Drive, Lavington, Dagoretti North
","
4
","
KSh 36,000,000
","
Townhouse to let.
,
4 bedroom townhouse for sale in Lavington
"
"
4 bedroom townhouse for sale in Kileleshwa
,
4 Bedroom Town house For Sale in Kileleshwa
","
Kileleshwa, Dagoretti North
","
4
","
KSh 35,000,000
","
4 Bedroom Town house For Sale in Kileleshwa
,
4 bedroom townhouse for sale in Kileleshwa
"
"
4 bedroom townhouse for sale in Garden Estate
,
Modern Villas In Garden Estate
","
Garden Estate, Roysambu
","
4
,
5
","
KSh 46,500,000
","
Modern Villas In Garden Estate
,
4 bedroom townhouse for sale in Garden Estate
"
"
5 bedroom townhouse for sale in Kyuna
,
5 BR (all en suite) + DSQ Townhouse
","
Grevillea Grove, Kyuna, Westlands
","
420 m²
,
5
","
KSh 54,000,000
","
5 BR (all en suite) + DSQ Townhouse
 ,
5 bedroom townhouse for sale in Kyuna
"
"
4 bedroom villa for sale in Westlands Area
,
Spacious
","
School lane, Westlands Area, Westlands
","
4
","
KSh 47,000,000
","
Spacious
,
4 bedroom villa for sale in Westlands Area
"
"
5 bedroom house for sale in Lavington
,
5 bedroom townhouse for sale in Lavington (Keny ...
","
Lavington, Dagoretti North
","
5
","
KSh 90,000,000
","
5 bedroom townhouse for sale in Lavington (Keny...
,
5 bedroom house for sale in Lavington
"
"
5 bedroom townhouse for sale in Lavington
,
Lovely, lush 5 bedroom townhouse in Lavington
","
Lavington, Dagoretti North
","
5
","
KSh 83,000,000
","
Lovely, lush 5 bedroom townhouse in Lavington
,
5 bedroom townhouse for sale in Lavington
"
"
3 bedroom villa for sale in Wangige
,
BEAUTIFULLY DESIGNED 3 BEDROOM VILLA FOR SALE I ...
","
Gitaru road, Wangige, Kabete
","
3
","
KSh 12,500,000
","
BEAUTIFULLY DESIGNED 3 BEDROOM VILLA FOR SALE I...
,
3 bedroom villa for sale in Wangige
"
"
3 bedroom house for sale in Kiambu Road
,
3 Bedroom Bungalow Cianda/Kiambu Road environs
","
Kiambu Road, Kiambu Road
","
160 m²
,
3
","
KSh 7,750,000
","
3 Bedroom Bungalow Cianda/Kiambu Road environs
,
3 bedroom house for sale in Kiambu Road
"
"
3 bedroom townhouse for sale in Kiambu Road
,
Houses for Sale
","
kiambu, Kiambu Road, Kiambu Road
","
3
","
KSh 20,295,000
","
Houses for Sale
,
3 bedroom townhouse for sale in Kiambu Road
"
"
3 bedroom townhouse for sale in Kikuyu Town
,
Three Bedroom Townhouse For Sale, Kikuyu
","
Kikuyu Town, Kikuyu
","
125 m²
,
3
","
KSh 9,000,000
","
Three Bedroom Townhouse For Sale, Kikuyu
,
3 bedroom townhouse for sale in Kikuyu Town
"
"
3 bedroom house for sale in Joska
,
Spacious 3 Bedroom Bungalow in a Gated estate
","
Kangundo road, Joska, Kangundo
","
130 m²
,
3
","
KSh 5,800,000
","
Spacious 3 Bedroom Bungalow in a Gated estate
,
3 bedroom house for sale in Joska
"
"
4 bedroom house for sale in Old Muthaiga
,
Bungalow In Old Muthaiga
","
Mura Park Road, Old Muthaiga, Muthaiga
","
5018 m²
,
4
","
KSh 240,000,000
","
Bungalow In Old Muthaiga
,
 4 bedroom house for sale in Old Muthaiga
"
"
2 bedroom villa for sale in Ngong Road
,
Santack Bungalow- Ngong Road
","
Ngong Road, Ngong Road
","
2
","
KSh 10,800,000
","
Santack Bungalow- Ngong Road
,
2 bedroom villa for sale in Ngong Road
"
"
4 bedroom townhouse for sale in Ruiru
,
Little more Estate Membly
","
Membly, Ruiru, Ruiru
","
4
","
KSh 17,500,000
","
Little more Estate Membly
,
4 bedroom townhouse for sale in Ruiru
"
"
7 bedroom house for sale in Ruiru
,
House for Sale
","
kamakis, Eastern Bypass, Ruiru, Ruiru
","
7
","
KSh 30,000,000
","
House for Sale
,
7 bedroom house for sale in Ruiru
"
"
4 bedroom townhouse for sale in Karen
,
Spacious 4 bedrooms Town House+DSQ
","
off Kare/Langata Junction, Karen, Langata
","
4
","
KSh 65,000,000
","
Spacious 4 bedrooms Town House+DSQ
,
4 bedroom townhouse for sale in Karen
"
"
5 bedroom house for sale in Kitisuru
,
IMAGINE COMING HOME TO THIS GEORGEOUS HOME IN K ...
","
Kitisuru, Westlands
","
5
","
KSh 76,000,000
","
IMAGINE COMING HOME TO THIS GEORGEOUS HOME IN K...
,
5 bedroom house for sale in Kitisuru
"
"
5 bedroom townhouse for sale in Lavington
,
5 Bedroom House for Sale
","
Mzima Springs, Lavington, Dagoretti North
","
5
","
KSh 80,000,000
","
5 Bedroom House for Sale
,
5 bedroom townhouse for sale in Lavington
"
"
5 bedroom townhouse for sale in Syokimau
,
Luxurious 5 Bedroom Townhouses for sale at Syok ...
","
Syokimau, Athi River
","
231 ft²
,
5
","
KSh 15,500,000
","
Luxurious 5 Bedroom Townhouses for sale at Syok...
,
5 bedroom townhouse for sale in Syokimau
"
"
5 bedroom townhouse for sale in Karen
,
5bedroom 90M
","
Karen, Langata
","
5
","
KSh 90,000,000
","
5bedroom 90M
,
5 bedroom townhouse for sale in Karen
"
"
Furnished 4 bedroom house for sale in Bamburi
,
4 Bedroom House For Sale In Bamburi
","
Nyali, area, Bamburi, Kisauni
","
4
 ","
KSh 45,000,000
","
4 Bedroom House For Sale In Bamburi
,
Furnished 4 bedroom house for sale in Bamburi
"
"
5 bedroom house for sale in Bamburi
,
5br Townhouse On Sale North Coast, Bamburi Area
","
utange, Bamburi, Kisauni
","
228 m²
,
5
","
KSh 21,000,000
","
5br Townhouse On Sale North Coast, Bamburi Area
,
5 bedroom house for sale in Bamburi
"
"
5 bedroom townhouse for sale in Brookside
,
5 Bedroom House For sale in Westlands,Nairobi
","
Brookside, Westlands
","
5
","
KSh 48,000,000
","
5 Bedroom House For sale in Westlands,Nairobi
,
5 bedroom townhouse for sale in Brookside
"
"
5 bedroom house for sale in Parklands
,
Spectacular 4br with a DSQ
","
Parklands, Westlands
","
506 m²
,
5
","
KSh 57,000,000
","
Spectacular 4br with a DSQ
,
5 bedroom house for sale in Parklands
"
"
6 bedroom house for sale in Lavington
,
 6 Bedroom House Sitting On 0.88 Acres Plot For ...
","
Maji Mzuri Rd, Lavington, Dagoretti North
","
3561 m²
,
6
","
KSh 290,000,000
","
6 Bedroom House Sitting On 0.88 Acres Plot For...
,
6 bedroom house for sale in Lavington
"
"
4 bedroom house for sale in Karen
,
A 4 bedroom house for sale
","
Masai Lane, Karen, Langata
","
4
","
KSh 78,000,000
","
A 4 bedroom house for sale
,
4 bedroom house for sale in Karen
"
"
4 bedroom house for sale in Nyali Area
,
4 bedroom Maisonette plus Sq in Nyali
","
 Nyali Area, Nyali
","
4
","
KSh 75,000,000
","
4 bedroom Maisonette plus Sq in Nyali
,
4 bedroom house for sale in Nyali Area
"
"
3 bedroom townhouse for sale in Kiambu Road
,
3 Bedroom Townhouse for Sale
","
kiambu road, Kiambu Road, Kiambu Road
","
3
","
KSh 25,000,000
","
3 Bedroom Townhouse for Sale
,
3 bedroom townhouse for sale in Kiambu Road
"
"
4 bedroom house for sale in Nyari
,
Distinguished 4 Bedroom House For Sale Nyari Es ...
","
Nyari Estate, Nyari, Westlands
","
325 m²
,
4
","
KSh 120,000,000
","
Distinguished 4 Bedroom House For Sale Nyari Es...
,
4 bedroom house for sale in Nyari
"
"
4 bedroom house for sale in Ngong
,
The Cliff Homes, Ngong Hills
","
Kibiku, Baboon Cresent, Ngong, Kajiado North
","
200 m²
,
4
,
3
","
KSh 14,875,000
","
The Cliff Homes, Ngong Hills
,
4 bedroom house for sale in Ngong
"
"
Furnished 6 bedroom villa for sale in Ukunda
,
Beach property for sale
","
Ukunda, Ukunda
","
6
","
KSh 70,000,000
","
Beach property for sale
,
Furnished 6 bedroom villa for sale in Ukunda
"
"
5 bedroom house for sale in Karen
,
5 Bedroom House For Sale In Karen
","
Karen Plains, Begonia Drive, Karen, Langata
","
5
","
KSh 75,000,000
","
5 Bedroom House For Sale In Karen
,
5 bedroom house for sale in Karen
"
"
5 bedroom villa for sale in Ruiru
,
Crimson Bay Estate By Luxe Homes; Contemporary ...
","
Second Avenue, Varsity Ville, Kamakis, Ruiru, Ruiru
","
272 m²
,
5
","
KSh 18,000,000
","
Crimson Bay Estate By Luxe Homes; Contemporary...
,
5 bedroom villa for sale in Ruiru
"
"
4 bedroom townhouse for sale in Lavington
,
4 Bedroom Townhouse for Sale in Ideal Lavington ...
","
Chalbi Drive, Lavington, Dagoretti North
","
200 m²
,
4
","
KSh 36,500,000
","
4 Bedroom Townhouse for Sale in Ideal Lavington...
,
4 bedroom townhouse for sale in Lavington
"
"
3 bedroom house for sale in Langata Area
,
House for Sale in Langata- Southlands Estate
","
Langata Area, Langata
","
3
","
KSh 15,000,000
","
House for Sale in Langata- Southlands Estate
,
3 bedroom house for sale in Langata Area
"
"
3 bedroom house for sale in Kiambu Road
,
Stunning 3,4 & 5 Bedroom Maisonettes For Sale O ...
","
Kiambu Road, Kiambu Road
","
3
","
KSh 20,300,000
","
Stunning 3,4 & 5 Bedroom Maisonettes For Sale O...
,
3 bedroom house for sale in Kiambu Road
"
"
3 bedroom townhouse for sale in Syokimau
,
3 Bedroom plus DSQ Villas for Sale at Syokimau ...
","
Syokimau, Athi River
","
3
","
KSh 11,500,000
","
3 Bedroom plus DSQ Villas for Sale at Syokimau...
,
3 bedroom townhouse for sale in Syokimau
"
"
3 bedroom house for sale in Kitengela
,
3 Br Bungalow for Sale in Kitengela
","
Kitengela, Kajiado North
","
3
","
KSh 8,500,000
","
3 Br Bungalow for Sale in Kitengela
,
3 bedroom house for sale in Kitengela
"
"
4 bedroom house for sale in Kitengela
,
Detached 4 Bedroom Townhouses in Kitengela for ...
","
Kitengela, Kajiado North
","
4
","
KSh 15,900,000
","
Detached 4 Bedroom Townhouses in Kitengela for...
,
4 bedroom house for sale in Kitengela
"
"
3 bedroom house for sale in Joska
,
Spacious 3 bedroom Maisonette for sale
","
Kangundo road, Kangundo road, Joska, Kangundo
","
1200 ft²
,
3
","
KSh 5,900,000
","
Spacious 3 bedroom Maisonette for sale
,
3 bedroom house for sale in Joska
"
"
 4 bedroom house for sale in Karen
,
FOUR BEDROOM PLUS DSQ for sale keraphon
","
Ngong road, Karen, Langata
","
4
","
KSh 38,000,000
","
FOUR BEDROOM PLUS DSQ for sale keraphon
,
4 bedroom house for sale in Karen
"
"
5 bedroom townhouse for sale in Lavington
,
Exquisite 5 Bedroom Townhouses for sale in Lavi ...
","
Gitanga Road, Lavington, Dagoretti North
","
5
","
KSh 70,000,000
","
Exquisite 5 Bedroom Townhouses for sale in Lavi...
,
5 bedroom townhouse for sale in Lavington
"
"
3 bedroom townhouse for sale in Kitengela
,
3 Bedroom Townhouses for Sale in Kitengela At K ...
","
Kitengela, Kajiado North
","
1300 ft²
,
3
","
KSh 8,000,000
","
3 Bedroom Townhouses for Sale in Kitengela At K...
,
3 bedroom townhouse for sale in Kitengela
"
"
3 bedroom townhouse for sale in Kitengela
,
ACACIA PREMIER VILLAS, KITENGELA
","
Acacia Premier Villas, Kitengela, Kajiado North
","
273 m²
,
3
","
KSh 9,500,000
","
ACACIA PREMIER VILLAS, KITENGELA
,
3 bedroom townhouse for sale in Kitengela
"
"
4 bedroom townhouse for sale in Ruiru
,
4 Bedroom All Ensuite plus DSQ at Ruiru
","
Ruiru, Ruiru
","
4
","
KSh 14,500,000
","
4 Bedroom All Ensuite plus DSQ at Ruiru
,
4 bedroom townhouse for sale in Ruiru
"
"
3 bedroom house for sale in Joska
,
3 bedroom for sale
","
Joska, Kangundo
","
3
","
KSh 6,100,000
","
3 bedroom for sale
,
3 bedroom house for sale in Joska
"
"
3 bedroom house for sale in Gikambura
,
Bungalows In Kikuyu
","
Gikambura, Kikuyu
","
140 m²
,
3
","
KSh 5,500,000
","
Bungalows In Kikuyu
,
3 bedroom house for sale in Gikambura
"
"
4 bedroom house for sale in Kitengela
,
4br mansionete, Kitengela.
","
Kitengela, Kajiado North
","
4
","
KSh 22,000,000
","
4br mansionete, Kitengela.
,
4 bedroom house for sale in Kitengela
"
"
5 bedroom house for sale in Kitengela
,
5 BEDROOM HOUSE FOR SALE -CHUNA
","
Chuna Estate, Kitengela, Kajiado North
","
5
","
KSh 40,000,000
","
5 BEDROOM HOUSE FOR SALE -CHUNA
,
5 bedroom house for sale in Kitengela
"
"
3 bedroom house for sale in Ruiru
,
3 Bedroom All Ensuite Bungalows In Ruiru
","
Ruiru Githunguri Road, Ruiru, Ruiru
","
145 m²
,
3
","
KSh 5,990,000
","
3 Bedroom All Ensuite Bungalows In Ruiru
,
3 bedroom house for sale in Ruiru
"
